route_id,route_name_fr,zone_type,combat_enabled,pokemon_id,pokemon_name_en,pokemon_name_fr,spawn_weight,min_level,max_level,methods
kanto_route_3,Route 3 (Kanto),route,true,48,venonat,Mimitoss,16,3,7,walk
kanto_route_3,Route 3 (Kanto),route,true,69,bellsprout,Chétiflor,16,3,7,walk
kanto_route_3,Route 3 (Kanto),route,true,84,doduo,Doduo,16,3,7,walk
kanto_route_3,Route 3 (Kanto),route,true,163,hoothoot,Hoothoot,16,2,6,walk
kanto_route_3,Route 3 (Kanto),route,true,216,teddiursa,Teddiursa,16,3,7,walk
kanto_route_3,Route 3 (Kanto),route,true,276,taillow,Nirondelle,16,2,6,walk
kanto_route_3,Route 3 (Kanto),route,true,333,swablu,Tylton,16,3,7,walk
kanto_route_3,Route 3 (Kanto),route,true,396,starly,Étourmi,16,2,6,walk
kanto_route_3,Route 3 (Kanto),route,true,451,skorupi,Rapion,16,3,7,walk
kanto_route_3,Route 3 (Kanto),route,true,39,jigglypuff,Rondoudou,15,4,9,walk
kanto_route_3,Route 3 (Kanto),route,true,236,tyrogue,Debugant,15,1,5,walk
kanto_route_3,Route 3 (Kanto),route,true,132,ditto,Métamorph,14,2,6,walk
kanto_route_3,Route 3 (Kanto),route,true,1,bulbasaur,Bulbizarre,1,3,7,walk
kanto_dungeon_mt_moon,Mont Selenite (Kanto),dungeon,true,37,vulpix,Goupix,16,5,10,walk
kanto_dungeon_mt_moon,Mont Selenite (Kanto),dungeon,true,74,geodude,Racaillou,16,5,10,rock-smash|walk
kanto_dungeon_mt_moon,Mont Selenite (Kanto),dungeon,true,88,grimer,Tadmorv,16,5,10,walk
kanto_dungeon_mt_moon,Mont Selenite (Kanto),dungeon,true,218,slugma,Limagma,16,4,9,walk
kanto_dungeon_mt_moon,Mont Selenite (Kanto),dungeon,true,438,bonsly,Manzaï,16,4,9,rock-smash|walk
kanto_dungeon_mt_moon,Mont Selenite (Kanto),dungeon,true,449,hippopotas,Hippopotas,16,5,10,rock-smash|walk
kanto_dungeon_mt_moon,Mont Selenite (Kanto),dungeon,true,81,magnemite,Magnéti,15,5,10,rock-smash|walk
kanto_dungeon_mt_moon,Mont Selenite (Kanto),dungeon,true,92,gastly,Fantominus,15,5,10,walk
kanto_dungeon_mt_moon,Mont Selenite (Kanto),dungeon,true,304,aron,Galekid,15,5,10,rock-smash|walk
kanto_dungeon_mt_moon,Mont Selenite (Kanto),dungeon,true,434,stunky,Moufouette,15,5,10,walk
kanto_dungeon_mt_moon,Mont Selenite (Kanto),dungeon,true,246,larvitar,Embrylex,14,5,10,rock-smash|walk
kanto_dungeon_mt_moon,Mont Selenite (Kanto),dungeon,true,111,rhyhorn,Rhinocorne,13,5,10,rock-smash|walk
kanto_dungeon_mt_moon,Mont Selenite (Kanto),dungeon,true,147,dratini,Minidraco,13,5,10,walk
kanto_dungeon_mt_moon,Mont Selenite (Kanto),dungeon,true,371,bagon,Draby,13,5,10,walk
kanto_dungeon_mt_moon,Mont Selenite (Kanto),dungeon,true,75,graveler,Gravalanch,12,8,14,rock-smash|walk
kanto_dungeon_mt_moon,Mont Selenite (Kanto),dungeon,true,95,onix,Onix,11,6,11,rock-smash|walk
kanto_route_4,Route 4 (Kanto),route,true,13,weedle,Aspicot,16,3,29,walk
kanto_route_4,Route 4 (Kanto),route,true,16,pidgey,Roucool,16,4,30,walk
kanto_route_4,Route 4 (Kanto),route,true,43,oddish,Mystherbe,16,5,31,walk
kanto_route_4,Route 4 (Kanto),route,true,56,mankey,Férosinge,16,5,31,walk
kanto_route_4,Route 4 (Kanto),route,true,66,machop,Machoc,16,5,31,walk
kanto_route_4,Route 4 (Kanto),route,true,84,doduo,Doduo,16,5,31,walk
kanto_route_4,Route 4 (Kanto),route,true,102,exeggcute,Noeunoeuf,16,5,31,walk
kanto_route_4,Route 4 (Kanto),route,true,177,natu,Natu,16,5,31,walk
kanto_route_4,Route 4 (Kanto),route,true,276,taillow,Nirondelle,16,4,30,walk
kanto_route_4,Route 4 (Kanto),route,true,333,swablu,Tylton,16,5,31,walk
kanto_route_4,Route 4 (Kanto),route,true,431,glameow,Chaglam,16,5,31,walk
kanto_route_4,Route 4 (Kanto),route,true,14,kakuna,Coconfort,15,5,32,walk
kanto_route_4,Route 4 (Kanto),route,true,133,eevee,Évoli,14,5,31,walk
kanto_route_4,Route 4 (Kanto),route,true,274,nuzleaf,Pifeuil,11,7,34,walk
kanto_city_cerulean_city,Azuria (Kanto),town,false,100,voltorb,Voltorbe,16,14,23,walk
kanto_city_cerulean_city,Azuria (Kanto),town,false,170,chinchou,Loupio,16,14,23,old-rod|good-rod|surf
kanto_city_cerulean_city,Azuria (Kanto),town,false,179,mareep,Wattouat,16,13,22,walk
kanto_city_cerulean_city,Azuria (Kanto),town,false,309,electrike,Dynavolt,16,14,23,walk
kanto_city_cerulean_city,Azuria (Kanto),town,false,403,shinx,Lixy,16,13,22,walk
kanto_city_cerulean_city,Azuria (Kanto),town,false,25,pikachu,Pikachu,15,16,26,walk
kanto_city_cerulean_city,Azuria (Kanto),town,false,72,tentacool,Tentacool,13,14,23,old-rod|good-rod|surf
kanto_city_cerulean_city,Azuria (Kanto),town,false,238,smoochum,Lippouti,13,14,23,walk
kanto_city_cerulean_city,Azuria (Kanto),town,false,171,lanturn,Lanturn,4,18,28,good-rod|surf
kanto_route_24,Route 24 (Kanto),route,true,46,paras,Paras,16,4,30,walk
kanto_route_24,Route 24 (Kanto),route,true,191,sunkern,Tournegrin,16,3,29,walk
kanto_route_24,Route 24 (Kanto),route,true,273,seedot,Grainipiot,16,4,30,walk
kanto_route_24,Route 24 (Kanto),route,true,285,shroomish,Balignon,16,5,31,walk
kanto_route_24,Route 24 (Kanto),route,true,420,cherubi,Ceribou,16,4,30,walk
kanto_route_24,Route 24 (Kanto),route,true,331,cacnea,Cacnea,13,5,31,walk
kanto_route_24,Route 24 (Kanto),route,true,193,yanma,Yanma,12,6,32,walk
kanto_route_24,Route 24 (Kanto),route,true,313,volbeat,Muciole,10,6,32,walk
kanto_route_24,Route 24 (Kanto),route,true,47,parasect,Parasect,8,8,35,walk
kanto_route_24,Route 24 (Kanto),route,true,413,wormadam-plant,Cheniselle,7,8,35,walk
kanto_route_24,Route 24 (Kanto),route,true,455,carnivine,Vortente,6,7,33,walk
kanto_route_24,Route 24 (Kanto),route,true,182,bellossom,Joliflor,2,11,39,walk
kanto_route_24,Route 24 (Kanto),route,true,152,chikorita,Germignon,1,5,31,walk
kanto_route_24,Route 24 (Kanto),route,true,252,treecko,Arcko,1,5,31,walk
kanto_route_24,Route 24 (Kanto),route,true,387,turtwig,Tortipouss,1,5,31,walk
kanto_route_25,Route 25 (Kanto),route,true,46,paras,Paras,16,4,30,walk
kanto_route_25,Route 25 (Kanto),route,true,165,ledyba,Coxy,16,4,30,walk
kanto_route_25,Route 25 (Kanto),route,true,166,ledian,Coxyclaque,12,8,35,walk
kanto_route_25,Route 25 (Kanto),route,true,188,skiploom,Floravol,12,7,34,walk
kanto_route_25,Route 25 (Kanto),route,true,314,illumise,Lumivole,10,6,32,walk
kanto_route_25,Route 25 (Kanto),route,true,192,sunflora,Héliatronc,9,8,35,walk
kanto_route_25,Route 25 (Kanto),route,true,47,parasect,Parasect,8,8,35,walk
kanto_route_25,Route 25 (Kanto),route,true,114,tangela,Saquedeneu,8,6,32,walk
kanto_route_25,Route 25 (Kanto),route,true,421,cherrim,Ceriflor,8,9,36,walk
kanto_route_25,Route 25 (Kanto),route,true,153,bayleef,Macronium,7,8,35,walk
kanto_route_25,Route 25 (Kanto),route,true,253,grovyle,Massko,7,8,35,walk
kanto_route_25,Route 25 (Kanto),route,true,388,grotle,Boskara,7,8,35,walk
kanto_route_25,Route 25 (Kanto),route,true,413,wormadam-plant,Cheniselle,7,8,35,walk
kanto_route_25,Route 25 (Kanto),route,true,127,pinsir,Scarabrute,4,7,33,walk
kanto_route_25,Route 25 (Kanto),route,true,470,leafeon,Phyllali,1,10,37,walk
kanto_route_5,Route 5 (Kanto),route,true,84,doduo,Doduo,16,10,15,walk
kanto_route_5,Route 5 (Kanto),route,true,333,swablu,Tylton,16,10,15,walk
kanto_route_5,Route 5 (Kanto),route,true,17,pidgeotto,Roucoups,12,12,18,walk
kanto_route_5,Route 5 (Kanto),route,true,70,weepinbell,Boustiflor,12,13,19,walk
kanto_route_5,Route 5 (Kanto),route,true,425,drifloon,Baudrive,12,10,15,walk
kanto_route_5,Route 5 (Kanto),route,true,83,farfetchd,Canarticho,11,11,16,walk
kanto_route_5,Route 5 (Kanto),route,true,190,aipom,Capumain,11,10,15,walk
kanto_route_5,Route 5 (Kanto),route,true,347,anorith,Anorith,11,10,15,walk
kanto_route_5,Route 5 (Kanto),route,true,44,gloom,Ortide,9,13,19,walk
kanto_route_5,Route 5 (Kanto),route,true,269,dustox,Papinox,9,15,22,walk
kanto_route_5,Route 5 (Kanto),route,true,315,roselia,Rosélia,9,13,19,walk
kanto_route_5,Route 5 (Kanto),route,true,198,murkrow,Cornèbre,7,11,16,walk
kanto_route_5,Route 5 (Kanto),route,true,256,combusken,Galifeu,7,13,19,walk
kanto_route_5,Route 5 (Kanto),route,true,107,hitmonchan,Tygnon,3,14,20,walk
kanto_route_6,Route 6 (Kanto),route,true,35,clefairy,Mélofée,15,7,34,walk
kanto_route_6,Route 6 (Kanto),route,true,327,spinda,Spinda,13,5,31,walk
kanto_route_6,Route 6 (Kanto),route,true,427,buneary,Laporeille,13,5,31,walk
kanto_route_6,Route 6 (Kanto),route,true,17,pidgeotto,Roucoups,12,7,34,walk
kanto_route_6,Route 6 (Kanto),route,true,397,staravia,Étourvol,12,7,34,walk
kanto_route_6,Route 6 (Kanto),route,true,83,farfetchd,Canarticho,11,6,32,walk
kanto_route_6,Route 6 (Kanto),route,true,67,machoke,Machopeur,9,8,35,walk
kanto_route_6,Route 6 (Kanto),route,true,168,ariados,Migalos,9,8,35,walk
kanto_route_6,Route 6 (Kanto),route,true,49,venomoth,Aéromite,8,9,36,walk
kanto_route_6,Route 6 (Kanto),route,true,441,chatot,Pijako,8,6,32,walk
kanto_route_6,Route 6 (Kanto),route,true,2,ivysaur,Herbizarre,7,8,35,walk
kanto_route_6,Route 6 (Kanto),route,true,391,monferno,Chimpenfeu,7,8,35,walk
kanto_route_6,Route 6 (Kanto),route,true,15,beedrill,Dardargnan,6,10,38,walk
kanto_route_6,Route 6 (Kanto),route,true,237,hitmontop,Kapoera,3,9,36,walk
kanto_city_vermilion_city,Carmin-sur-Mer (Kanto),town,false,170,chinchou,Loupio,16,20,29,old-rod|good-rod|surf
kanto_city_vermilion_city,Carmin-sur-Mer (Kanto),town,false,72,tentacool,Tentacool,13,20,29,old-rod|good-rod|surf
kanto_city_vermilion_city,Carmin-sur-Mer (Kanto),town,false,180,flaaffy,Lainergie,12,22,32,walk
kanto_city_vermilion_city,Carmin-sur-Mer (Kanto),town,false,404,luxio,Luxio,12,22,32,walk
kanto_city_vermilion_city,Carmin-sur-Mer (Kanto),town,false,239,elekid,Élekid,11,20,29,walk
kanto_city_vermilion_city,Carmin-sur-Mer (Kanto),town,false,311,plusle,Posipi,10,21,30,walk
kanto_city_vermilion_city,Carmin-sur-Mer (Kanto),town,false,312,minun,Négapi,10,21,30,walk
kanto_city_vermilion_city,Carmin-sur-Mer (Kanto),town,false,417,pachirisu,Pachirisu,10,21,30,walk
kanto_city_vermilion_city,Carmin-sur-Mer (Kanto),town,false,171,lanturn,Lanturn,4,24,34,good-rod|surf
kanto_route_11,Route 11 (Kanto),route,true,17,pidgeotto,Roucoups,12,7,34,walk
kanto_route_11,Route 11 (Kanto),route,true,397,staravia,Étourvol,12,7,34,walk
kanto_route_11,Route 11 (Kanto),route,true,83,farfetchd,Canarticho,11,6,32,walk
kanto_route_11,Route 11 (Kanto),route,true,108,lickitung,Excelangue,11,6,32,walk
kanto_route_11,Route 11 (Kanto),route,true,206,dunsparce,Insolourdo,10,6,32,walk
kanto_route_11,Route 11 (Kanto),route,true,441,chatot,Pijako,8,6,32,walk
kanto_route_11,Route 11 (Kanto),route,true,42,golbat,Nosferalto,5,9,36,walk
kanto_route_11,Route 11 (Kanto),route,true,297,hariyama,Hariyama,5,9,36,walk
kanto_route_11,Route 11 (Kanto),route,true,57,primeape,Colossinge,4,9,36,walk
kanto_route_11,Route 11 (Kanto),route,true,85,dodrio,Dodrio,3,9,36,walk
kanto_route_11,Route 11 (Kanto),route,true,106,hitmonlee,Kicklee,3,9,36,walk
kanto_route_11,Route 11 (Kanto),route,true,227,skarmory,Airmure,3,7,33,walk
kanto_route_11,Route 11 (Kanto),route,true,277,swellow,Hélédelle,3,9,36,walk
kanto_route_11,Route 11 (Kanto),route,true,275,shiftry,Tengalice,1,11,39,walk
kanto_dungeon_digletts_cave,Cave Taupiqueur (Kanto),dungeon,true,74,geodude,Racaillou,16,15,27,rock-smash|walk
kanto_dungeon_digletts_cave,Cave Taupiqueur (Kanto),dungeon,true,231,phanpy,Phanpy,16,15,27,rock-smash|walk
kanto_dungeon_digletts_cave,Cave Taupiqueur (Kanto),dungeon,true,228,houndour,Malosse,15,15,27,walk
kanto_dungeon_digletts_cave,Cave Taupiqueur (Kanto),dungeon,true,246,larvitar,Embrylex,14,15,27,rock-smash|walk
kanto_dungeon_digletts_cave,Cave Taupiqueur (Kanto),dungeon,true,111,rhyhorn,Rhinocorne,13,15,27,rock-smash|walk
kanto_dungeon_digletts_cave,Cave Taupiqueur (Kanto),dungeon,true,299,nosepass,Tarinor,13,16,28,rock-smash|walk
kanto_dungeon_digletts_cave,Cave Taupiqueur (Kanto),dungeon,true,33,nidorino,Nidorino,12,17,30,walk
kanto_dungeon_digletts_cave,Cave Taupiqueur (Kanto),dungeon,true,75,graveler,Gravalanch,12,18,31,rock-smash|walk
kanto_dungeon_digletts_cave,Cave Taupiqueur (Kanto),dungeon,true,95,onix,Onix,11,16,28,rock-smash|walk
kanto_dungeon_digletts_cave,Cave Taupiqueur (Kanto),dungeon,true,329,vibrava,Vibraninf,11,17,30,rock-smash|walk
kanto_dungeon_digletts_cave,Cave Taupiqueur (Kanto),dungeon,true,408,cranidos,Kranidos,11,15,27,rock-smash|walk
kanto_dungeon_digletts_cave,Cave Taupiqueur (Kanto),dungeon,true,302,sableye,Ténéfix,10,16,28,walk
kanto_dungeon_digletts_cave,Cave Taupiqueur (Kanto),dungeon,true,303,mawile,Mysdibule,10,16,28,rock-smash|walk
kanto_dungeon_digletts_cave,Cave Taupiqueur (Kanto),dungeon,true,410,shieldon,Dinoclier,10,15,27,rock-smash|walk
kanto_dungeon_digletts_cave,Cave Taupiqueur (Kanto),dungeon,true,105,marowak,Ossatueur,8,18,31,rock-smash|walk
kanto_dungeon_digletts_cave,Cave Taupiqueur (Kanto),dungeon,true,444,gabite,Carmache,6,18,31,rock-smash|walk
kanto_route_9,Route 9 (Kanto),route,true,294,loudred,Ramboum,12,13,19,walk
kanto_route_9,Route 9 (Kanto),route,true,397,staravia,Étourvol,12,13,19,walk
kanto_route_9,Route 9 (Kanto),route,true,446,munchlax,Goinfrex,12,12,17,walk
kanto_route_9,Route 9 (Kanto),route,true,83,farfetchd,Canarticho,11,12,17,walk
kanto_route_9,Route 9 (Kanto),route,true,22,fearow,Rapasdepic,9,14,20,walk
kanto_route_9,Route 9 (Kanto),route,true,441,chatot,Pijako,8,12,17,walk
kanto_route_9,Route 9 (Kanto),route,true,164,noctowl,Noarfang,5,15,21,walk
kanto_route_9,Route 9 (Kanto),route,true,286,breloom,Chapignon,5,15,21,walk
kanto_route_9,Route 9 (Kanto),route,true,344,claydol,Kaorine,5,15,21,walk
kanto_route_9,Route 9 (Kanto),route,true,205,forretress,Foretress,3,15,21,walk
kanto_route_9,Route 9 (Kanto),route,true,34,nidoking,Nidoking,2,17,24,walk
kanto_route_9,Route 9 (Kanto),route,true,68,machamp,Mackogneur,2,17,24,walk
kanto_route_9,Route 9 (Kanto),route,true,212,scizor,Cizayox,2,15,21,walk
kanto_route_9,Route 9 (Kanto),route,true,430,honchkrow,Corboss,2,15,21,walk
kanto_route_10,Route 10 (Kanto),route,true,17,pidgeotto,Roucoups,12,7,34,walk
kanto_route_10,Route 10 (Kanto),route,true,352,kecleon,Kecleon,10,6,32,walk
kanto_route_10,Route 10 (Kanto),route,true,22,fearow,Rapasdepic,9,8,35,walk
kanto_route_10,Route 10 (Kanto),route,true,137,porygon,Porygon,8,6,32,walk
kanto_route_10,Route 10 (Kanto),route,true,441,chatot,Pijako,8,6,32,walk
kanto_route_10,Route 10 (Kanto),route,true,214,heracross,Scarhino,4,7,33,walk
kanto_route_10,Route 10 (Kanto),route,true,277,swellow,Hélédelle,3,9,36,walk
kanto_route_10,Route 10 (Kanto),route,true,332,cacturne,Cacturne,3,9,36,walk
kanto_route_10,Route 10 (Kanto),route,true,18,pidgeot,Roucarnage,2,11,39,walk
kanto_route_10,Route 10 (Kanto),route,true,31,nidoqueen,Nidoqueen,2,11,39,walk
kanto_route_10,Route 10 (Kanto),route,true,45,vileplume,Rafflesia,2,11,39,walk
kanto_route_10,Route 10 (Kanto),route,true,62,poliwrath,Tartard,2,11,39,walk
kanto_route_10,Route 10 (Kanto),route,true,71,victreebel,Empiflor,2,11,39,walk
kanto_route_10,Route 10 (Kanto),route,true,208,steelix,Steelix,2,9,36,walk
kanto_dungeon_power_plant,Centrale (Kanto),dungeon,true,145,zapdos,Électhor,100,50,50,only-one
kanto_dungeon_power_plant,Centrale (Kanto),dungeon,true,81,magnemite,Magnéti,15,22,43,rock-smash|walk
kanto_dungeon_power_plant,Centrale (Kanto),dungeon,true,410,shieldon,Dinoclier,10,22,43,rock-smash|walk
kanto_dungeon_power_plant,Centrale (Kanto),dungeon,true,305,lairon,Galegon,8,25,47,rock-smash|walk
kanto_dungeon_power_plant,Centrale (Kanto),dungeon,true,375,metang,Métang,6,25,47,rock-smash|walk
kanto_dungeon_power_plant,Centrale (Kanto),dungeon,true,101,electrode,Électrode,4,26,48,walk
kanto_dungeon_power_plant,Centrale (Kanto),dungeon,true,437,bronzong,Archéodong,4,26,48,rock-smash|walk
kanto_dungeon_power_plant,Centrale (Kanto),dungeon,true,26,raichu,Raichu,3,28,51,walk
kanto_dungeon_power_plant,Centrale (Kanto),dungeon,true,82,magneton,Magnéton,3,26,48,rock-smash|walk
kanto_dungeon_power_plant,Centrale (Kanto),dungeon,true,125,electabuzz,Élektek,3,26,48,walk
kanto_dungeon_power_plant,Centrale (Kanto),dungeon,true,310,manectric,Élecsprint,3,26,48,walk
kanto_dungeon_power_plant,Centrale (Kanto),dungeon,true,181,ampharos,Pharamp,2,28,51,walk
kanto_dungeon_power_plant,Centrale (Kanto),dungeon,true,135,jolteon,Voltali,1,27,49,walk
kanto_dungeon_power_plant,Centrale (Kanto),dungeon,true,405,luxray,Luxray,1,29,52,walk
kanto_dungeon_power_plant,Centrale (Kanto),dungeon,true,466,electivire,Élekable,1,29,52,walk
kanto_dungeon_rock_tunnel,Tunnel Roche (Kanto),dungeon,true,74,geodude,Racaillou,16,5,31,rock-smash|walk
kanto_dungeon_rock_tunnel,Tunnel Roche (Kanto),dungeon,true,111,rhyhorn,Rhinocorne,13,5,31,rock-smash|walk
kanto_dungeon_rock_tunnel,Tunnel Roche (Kanto),dungeon,true,75,graveler,Gravalanch,12,8,35,rock-smash|walk
kanto_dungeon_rock_tunnel,Tunnel Roche (Kanto),dungeon,true,95,onix,Onix,11,6,32,rock-smash|walk
kanto_dungeon_rock_tunnel,Tunnel Roche (Kanto),dungeon,true,28,sandslash,Sablaireau,9,9,36,rock-smash|walk
kanto_dungeon_rock_tunnel,Tunnel Roche (Kanto),dungeon,true,51,dugtrio,Triopikeur,8,8,35,rock-smash|walk
kanto_dungeon_rock_tunnel,Tunnel Roche (Kanto),dungeon,true,93,haunter,Spectrum,8,8,35,walk
kanto_dungeon_rock_tunnel,Tunnel Roche (Kanto),dungeon,true,185,sudowoodo,Simularbre,8,8,35,rock-smash|walk
kanto_dungeon_rock_tunnel,Tunnel Roche (Kanto),dungeon,true,215,sneasel,Farfuret,8,6,32,walk
kanto_dungeon_rock_tunnel,Tunnel Roche (Kanto),dungeon,true,219,magcargo,Volcaropod,8,8,35,rock-smash|walk
kanto_dungeon_rock_tunnel,Tunnel Roche (Kanto),dungeon,true,262,mightyena,Grahyèna,8,8,35,walk
kanto_dungeon_rock_tunnel,Tunnel Roche (Kanto),dungeon,true,305,lairon,Galegon,8,8,35,rock-smash|walk
