route_id,route_name_fr,zone_type,combat_enabled,pokemon_id,pokemon_name_en,pokemon_name_fr,spawn_weight,min_level,max_level,methods
johto_route_31,Route 31 (Johto),route,true,11,metapod,Chrysacier,15,5,5,walk
johto_route_31,Route 31 (Johto),route,true,14,kakuna,Coconfort,25,5,5,walk
johto_route_31,Route 31 (Johto),route,true,165,ledyba,Coxy,30,5,6,headbutt_group_b
johto_route_31,Route 31 (Johto),route,true,165,ledyba,Coxy,30,4,4,walk
johto_route_31,Route 31 (Johto),route,true,163,hoothoot,Hoothoot,50,3,4,headbutt_group_a
johto_route_31,Route 31 (Johto),route,true,163,hoothoot,Hoothoot,50,5,6,headbutt_group_b
johto_route_31,Route 31 (Johto),route,true,163,hoothoot,Hoothoot,25,4,5,walk
johto_route_31,Route 31 (Johto),route,true,129,magikarp,Magicarpe,40,20,20,good-rod
johto_route_31,Route 31 (Johto),route,true,129,magikarp,Magicarpe,85,10,10,old-rod
johto_route_31,Route 31 (Johto),route,true,129,magikarp,Magicarpe,20,40,40,super-rod
johto_route_31,Route 31 (Johto),route,true,167,spinarak,Mimigal,30,5,6,headbutt_group_b
johto_route_31,Route 31 (Johto),route,true,167,spinarak,Mimigal,30,3,3,walk
johto_route_31,Route 31 (Johto),route,true,102,exeggcute,Noeunoeuf,20,3,4,headbutt_group_a
johto_route_31,Route 31 (Johto),route,true,102,exeggcute,Noeunoeuf,20,5,6,headbutt_group_b
johto_route_31,Route 31 (Johto),route,true,204,pineco,Pomdepik,30,3,4,headbutt_group_a
johto_route_31,Route 31 (Johto),route,true,60,poliwag,Ptitard,60,20,20,good-rod
johto_route_31,Route 31 (Johto),route,true,60,poliwag,Ptitard,15,10,10,old-rod
johto_route_31,Route 31 (Johto),route,true,60,poliwag,Ptitard,80,40,40,super-rod
johto_route_31,Route 31 (Johto),route,true,60,poliwag,Ptitard,90,10,25,surf
johto_route_31,Route 31 (Johto),route,true,19,rattata,Rattata,40,4,5,walk
johto_route_31,Route 31 (Johto),route,true,16,pidgey,Roucool,50,3,5,walk
johto_route_31,Route 31 (Johto),route,true,61,poliwhirl,Têtarte,10,15,32,surf
johto_route_32,Route 32 (Johto),route,true,23,ekans,Abo,30,4,4,walk
johto_route_32,Route 32 (Johto),route,true,194,wooper,Axoloto,35,6,6,walk
johto_route_32,Route 32 (Johto),route,true,69,bellsprout,Chétiflor,50,6,6,walk
johto_route_32,Route 32 (Johto),route,true,187,hoppip,Granivol,10,6,6,walk
johto_route_32,Route 32 (Johto),route,true,163,hoothoot,Hoothoot,50,4,5,headbutt_group_a
johto_route_32,Route 32 (Johto),route,true,163,hoothoot,Hoothoot,80,6,7,headbutt_group_b
johto_route_32,Route 32 (Johto),route,true,129,magikarp,Magicarpe,40,20,20,good-rod
johto_route_32,Route 32 (Johto),route,true,129,magikarp,Magicarpe,85,10,10,old-rod
johto_route_32,Route 32 (Johto),route,true,129,magikarp,Magicarpe,20,40,40,super-rod
johto_route_32,Route 32 (Johto),route,true,195,quagsire,Maraiste,30,15,25,surf
johto_route_32,Route 32 (Johto),route,true,102,exeggcute,Noeunoeuf,20,4,5,headbutt_group_a
johto_route_32,Route 32 (Johto),route,true,102,exeggcute,Noeunoeuf,20,6,7,headbutt_group_b
johto_route_32,Route 32 (Johto),route,true,41,zubat,Nosferapti,5,4,4,walk
johto_route_32,Route 32 (Johto),route,true,204,pineco,Pomdepik,30,4,5,headbutt_group_a
johto_route_32,Route 32 (Johto),route,true,211,qwilfish,Qwilfish,5,20,20,good-rod
johto_route_32,Route 32 (Johto),route,true,211,qwilfish,Qwilfish,10,40,40,super-rod
johto_route_32,Route 32 (Johto),route,true,19,rattata,Rattata,50,4,6,walk
johto_route_32,Route 32 (Johto),route,true,72,tentacool,Tentacool,55,20,20,good-rod
johto_route_32,Route 32 (Johto),route,true,72,tentacool,Tentacool,15,10,10,old-rod
johto_route_32,Route 32 (Johto),route,true,72,tentacool,Tentacool,70,40,40,super-rod
johto_route_32,Route 32 (Johto),route,true,72,tentacool,Tentacool,60,10,20,surf
johto_route_32,Route 32 (Johto),route,true,73,tentacruel,Tentacruel,10,15,36,surf
johto_route_32,Route 32 (Johto),route,true,179,mareep,Wattouat,30,6,6,walk
johto_route_33,Route 33 (Johto),route,true,23,ekans,Abo,30,7,7,walk
johto_route_33,Route 33 (Johto),route,true,190,aipom,Capumain,20,3,5,headbutt_group_a
johto_route_33,Route 33 (Johto),route,true,190,aipom,Capumain,20,6,8,headbutt_group_b
johto_route_33,Route 33 (Johto),route,true,187,hoppip,Granivol,35,6,8,walk
johto_route_33,Route 33 (Johto),route,true,41,zubat,Nosferapti,45,4,8,walk
johto_route_33,Route 33 (Johto),route,true,21,spearow,Piafabec,50,3,5,headbutt_group_a
johto_route_33,Route 33 (Johto),route,true,21,spearow,Piafabec,80,6,8,headbutt_group_b
johto_route_33,Route 33 (Johto),route,true,21,spearow,Piafabec,20,6,6,walk
johto_route_33,Route 33 (Johto),route,true,19,rattata,Rattata,75,4,7,walk
johto_route_33,Route 33 (Johto),route,true,214,heracross,Scarhino,30,3,5,headbutt_group_a
johto_route_34,Route 34 (Johto),route,true,63,abra,Abra,10,10,10,walk
johto_route_34,Route 34 (Johto),route,true,222,corsola,Corayon,10,20,20,good-rod
johto_route_34,Route 34 (Johto),route,true,222,corsola,Corayon,30,40,40,super-rod
johto_route_34,Route 34 (Johto),route,true,165,ledyba,Coxy,30,11,12,headbutt_group_b
johto_route_34,Route 34 (Johto),route,true,163,hoothoot,Hoothoot,50,9,10,headbutt_group_a
johto_route_34,Route 34 (Johto),route,true,163,hoothoot,Hoothoot,50,11,12,headbutt_group_b
johto_route_34,Route 34 (Johto),route,true,99,kingler,Krabboss,10,40,40,super-rod
johto_route_34,Route 34 (Johto),route,true,98,krabby,Krabby,50,20,20,good-rod
johto_route_34,Route 34 (Johto),route,true,98,krabby,Krabby,15,10,10,old-rod
johto_route_34,Route 34 (Johto),route,true,98,krabby,Krabby,60,40,40,super-rod
johto_route_34,Route 34 (Johto),route,true,129,magikarp,Magicarpe,40,20,20,good-rod
johto_route_34,Route 34 (Johto),route,true,129,magikarp,Magicarpe,85,10,10,old-rod
johto_route_34,Route 34 (Johto),route,true,132,ditto,Métamorph,5,10,10,walk
johto_route_34,Route 34 (Johto),route,true,167,spinarak,Mimigal,30,11,12,headbutt_group_b
johto_route_34,Route 34 (Johto),route,true,102,exeggcute,Noeunoeuf,20,9,10,headbutt_group_a
johto_route_34,Route 34 (Johto),route,true,102,exeggcute,Noeunoeuf,20,11,12,headbutt_group_b
johto_route_34,Route 34 (Johto),route,true,204,pineco,Pomdepik,30,9,10,headbutt_group_a
johto_route_34,Route 34 (Johto),route,true,19,rattata,Rattata,35,11,13,walk
johto_route_34,Route 34 (Johto),route,true,96,drowzee,Soporifik,50,10,12,walk
johto_route_34,Route 34 (Johto),route,true,120,staryu,Stari,10,20,20,good-rod
johto_route_34,Route 34 (Johto),route,true,120,staryu,Stari,30,40,40,super-rod
johto_route_34,Route 34 (Johto),route,true,72,tentacool,Tentacool,90,10,25,surf
johto_route_34,Route 34 (Johto),route,true,73,tentacruel,Tentacruel,10,15,29,surf
johto_route_35,Route 35 (Johto),route,true,63,abra,Abra,10,10,10,walk
johto_route_35,Route 35 (Johto),route,true,55,golduck,Akwakwak,10,15,31,surf
johto_route_35,Route 35 (Johto),route,true,165,ledyba,Coxy,30,13,14,headbutt_group_b
johto_route_35,Route 35 (Johto),route,true,163,hoothoot,Hoothoot,50,10,11,headbutt_group_a
johto_route_35,Route 35 (Johto),route,true,163,hoothoot,Hoothoot,50,13,14,headbutt_group_b
johto_route_35,Route 35 (Johto),route,true,163,hoothoot,Hoothoot,5,14,14,walk
johto_route_35,Route 35 (Johto),route,true,129,magikarp,Magicarpe,40,20,20,good-rod
johto_route_35,Route 35 (Johto),route,true,129,magikarp,Magicarpe,85,10,10,old-rod
johto_route_35,Route 35 (Johto),route,true,129,magikarp,Magicarpe,20,40,40,super-rod
johto_route_35,Route 35 (Johto),route,true,132,ditto,Métamorph,4,10,10,walk
johto_route_35,Route 35 (Johto),route,true,167,spinarak,Mimigal,30,13,14,headbutt_group_b
johto_route_35,Route 35 (Johto),route,true,29,nidoran-f,Nidoran♀,30,12,12,walk
johto_route_35,Route 35 (Johto),route,true,32,nidoran-m,Nidoran♂,30,12,12,walk
johto_route_35,Route 35 (Johto),route,true,102,exeggcute,Noeunoeuf,20,10,11,headbutt_group_a
johto_route_35,Route 35 (Johto),route,true,102,exeggcute,Noeunoeuf,20,13,14,headbutt_group_b
johto_route_35,Route 35 (Johto),route,true,204,pineco,Pomdepik,30,10,11,headbutt_group_a
johto_route_35,Route 35 (Johto),route,true,54,psyduck,Psykokwak,90,10,25,surf
johto_route_35,Route 35 (Johto),route,true,60,poliwag,Ptitard,60,20,20,good-rod
johto_route_35,Route 35 (Johto),route,true,60,poliwag,Ptitard,15,10,10,old-rod
johto_route_35,Route 35 (Johto),route,true,60,poliwag,Ptitard,80,40,40,super-rod
johto_route_35,Route 35 (Johto),route,true,16,pidgey,Roucool,5,14,14,walk
johto_route_35,Route 35 (Johto),route,true,96,drowzee,Soporifik,20,14,14,walk
johto_route_35,Route 35 (Johto),route,true,193,yanma,Yanma,1,12,12,walk
johto_route_36,Route 36 (Johto),route,true,58,growlithe,Caninos,25,13,15,walk
johto_route_36,Route 36 (Johto),route,true,234,stantler,Cerfrousse,5,13,13,walk
johto_route_36,Route 36 (Johto),route,true,165,ledyba,Coxy,30,6,7,headbutt_group_b
johto_route_36,Route 36 (Johto),route,true,37,vulpix,Goupix,25,13,15,walk
johto_route_36,Route 36 (Johto),route,true,163,hoothoot,Hoothoot,50,4,5,headbutt_group_a
johto_route_36,Route 36 (Johto),route,true,163,hoothoot,Hoothoot,50,6,7,headbutt_group_b
johto_route_36,Route 36 (Johto),route,true,163,hoothoot,Hoothoot,25,13,15,walk
johto_route_36,Route 36 (Johto),route,true,167,spinarak,Mimigal,30,6,7,headbutt_group_b
johto_route_36,Route 36 (Johto),route,true,29,nidoran-f,Nidoran♀,40,12,13,walk
johto_route_36,Route 36 (Johto),route,true,32,nidoran-m,Nidoran♂,40,12,13,walk
johto_route_36,Route 36 (Johto),route,true,102,exeggcute,Noeunoeuf,20,4,5,headbutt_group_a
johto_route_36,Route 36 (Johto),route,true,102,exeggcute,Noeunoeuf,20,6,7,headbutt_group_b
johto_route_36,Route 36 (Johto),route,true,204,pineco,Pomdepik,30,4,5,headbutt_group_a
johto_route_36,Route 36 (Johto),route,true,16,pidgey,Roucool,45,12,15,walk
johto_route_37,Route 37 (Johto),route,true,58,growlithe,Caninos,25,14,15,walk
johto_route_37,Route 37 (Johto),route,true,234,stantler,Cerfrousse,30,15,15,walk
johto_route_37,Route 37 (Johto),route,true,165,ledyba,Coxy,30,15,17,headbutt_group_b
johto_route_37,Route 37 (Johto),route,true,165,ledyba,Coxy,40,13,15,walk
johto_route_37,Route 37 (Johto),route,true,37,vulpix,Goupix,25,14,15,walk
johto_route_37,Route 37 (Johto),route,true,163,hoothoot,Hoothoot,50,12,14,headbutt_group_a
johto_route_37,Route 37 (Johto),route,true,163,hoothoot,Hoothoot,50,15,17,headbutt_group_b
johto_route_37,Route 37 (Johto),route,true,163,hoothoot,Hoothoot,40,13,15,walk
johto_route_37,Route 37 (Johto),route,true,167,spinarak,Mimigal,30,15,17,headbutt_group_b
johto_route_37,Route 37 (Johto),route,true,167,spinarak,Mimigal,40,13,15,walk
johto_route_37,Route 37 (Johto),route,true,102,exeggcute,Noeunoeuf,20,12,14,headbutt_group_a
johto_route_37,Route 37 (Johto),route,true,102,exeggcute,Noeunoeuf,20,15,17,headbutt_group_b
johto_route_37,Route 37 (Johto),route,true,204,pineco,Pomdepik,30,12,14,headbutt_group_a
johto_route_37,Route 37 (Johto),route,true,16,pidgey,Roucool,90,13,15,walk
johto_route_37,Route 37 (Johto),route,true,17,pidgeotto,Roucoups,5,15,15,walk
johto_route_38,Route 38 (Johto),route,true,83,farfetchd,Canarticho,20,16,16,walk
johto_route_38,Route 38 (Johto),route,true,412,burmy,Cheniti,35,18,25,headbutt_special
johto_route_38,Route 38 (Johto),route,true,165,ledyba,Coxy,30,15,16,headbutt_group_b
johto_route_38,Route 38 (Johto),route,true,241,miltank,Écrémeuh,5,13,13,walk
johto_route_38,Route 38 (Johto),route,true,163,hoothoot,Hoothoot,50,13,14,headbutt_group_a
johto_route_38,Route 38 (Johto),route,true,163,hoothoot,Hoothoot,50,15,16,headbutt_group_b
johto_route_38,Route 38 (Johto),route,true,81,magnemite,Magnéti,20,16,16,walk
johto_route_38,Route 38 (Johto),route,true,52,meowth,Miaouss,40,16,16,walk
johto_route_38,Route 38 (Johto),route,true,167,spinarak,Mimigal,30,15,16,headbutt_group_b
johto_route_38,Route 38 (Johto),route,true,102,exeggcute,Noeunoeuf,20,13,14,headbutt_group_a
johto_route_38,Route 38 (Johto),route,true,102,exeggcute,Noeunoeuf,20,15,16,headbutt_group_b
johto_route_38,Route 38 (Johto),route,true,102,exeggcute,Noeunoeuf,65,18,25,headbutt_special
johto_route_38,Route 38 (Johto),route,true,204,pineco,Pomdepik,30,13,14,headbutt_group_a
johto_route_38,Route 38 (Johto),route,true,19,rattata,Rattata,40,16,16,walk
johto_route_38,Route 38 (Johto),route,true,20,raticate,Rattatac,30,16,16,walk
johto_route_38,Route 38 (Johto),route,true,209,snubbull,Snubbull,1,13,13,walk
johto_route_38,Route 38 (Johto),route,true,128,tauros,Tauros,4,13,13,walk
johto_route_39,Route 39 (Johto),route,true,83,farfetchd,Canarticho,20,16,16,walk
johto_route_39,Route 39 (Johto),route,true,165,ledyba,Coxy,30,16,17,headbutt_group_b
johto_route_39,Route 39 (Johto),route,true,241,miltank,Écrémeuh,5,15,15,walk
johto_route_39,Route 39 (Johto),route,true,163,hoothoot,Hoothoot,50,14,15,headbutt_group_a
johto_route_39,Route 39 (Johto),route,true,163,hoothoot,Hoothoot,50,16,17,headbutt_group_b
johto_route_39,Route 39 (Johto),route,true,81,magnemite,Magnéti,20,16,16,walk
johto_route_39,Route 39 (Johto),route,true,52,meowth,Miaouss,60,16,16,walk
johto_route_39,Route 39 (Johto),route,true,167,spinarak,Mimigal,30,16,17,headbutt_group_b
johto_route_39,Route 39 (Johto),route,true,102,exeggcute,Noeunoeuf,20,14,15,headbutt_group_a
johto_route_39,Route 39 (Johto),route,true,102,exeggcute,Noeunoeuf,20,16,17,headbutt_group_b
johto_route_39,Route 39 (Johto),route,true,204,pineco,Pomdepik,30,14,15,headbutt_group_a
johto_route_39,Route 39 (Johto),route,true,19,rattata,Rattata,60,16,16,walk
johto_route_39,Route 39 (Johto),route,true,20,raticate,Rattatac,30,17,17,walk
johto_route_39,Route 39 (Johto),route,true,128,tauros,Tauros,5,15,15,walk
johto_route_40,Route 40 (Johto),route,true,222,corsola,Corayon,10,20,20,good-rod
johto_route_40,Route 40 (Johto),route,true,222,corsola,Corayon,30,40,40,super-rod
johto_route_40,Route 40 (Johto),route,true,99,kingler,Krabboss,10,40,40,super-rod
johto_route_40,Route 40 (Johto),route,true,98,krabby,Krabby,50,20,20,good-rod
johto_route_40,Route 40 (Johto),route,true,98,krabby,Krabby,15,10,10,old-rod
johto_route_40,Route 40 (Johto),route,true,98,krabby,Krabby,60,40,40,super-rod
johto_route_40,Route 40 (Johto),route,true,129,magikarp,Magicarpe,40,20,20,good-rod
johto_route_40,Route 40 (Johto),route,true,129,magikarp,Magicarpe,85,10,10,old-rod
johto_route_40,Route 40 (Johto),route,true,120,staryu,Stari,10,20,20,good-rod
johto_route_40,Route 40 (Johto),route,true,120,staryu,Stari,30,40,40,super-rod
johto_route_40,Route 40 (Johto),route,true,72,tentacool,Tentacool,90,10,25,surf
johto_route_40,Route 40 (Johto),route,true,73,tentacruel,Tentacruel,10,15,25,surf
johto_route_41,Route 41 (Johto),route,true,226,mantine,Démanta,10,15,25,surf
johto_route_41,Route 41 (Johto),route,true,90,shellder,Kokiyas,10,20,20,good-rod
johto_route_41,Route 41 (Johto),route,true,90,shellder,Kokiyas,30,40,40,super-rod
johto_route_41,Route 41 (Johto),route,true,171,lanturn,Lanturn,10,40,40,super-rod
johto_route_41,Route 41 (Johto),route,true,170,chinchou,Loupio,20,20,20,good-rod
johto_route_41,Route 41 (Johto),route,true,170,chinchou,Loupio,40,40,40,super-rod
johto_route_41,Route 41 (Johto),route,true,129,magikarp,Magicarpe,40,20,20,good-rod
johto_route_41,Route 41 (Johto),route,true,129,magikarp,Magicarpe,85,10,10,old-rod
johto_route_41,Route 41 (Johto),route,true,72,tentacool,Tentacool,30,20,20,good-rod
johto_route_41,Route 41 (Johto),route,true,72,tentacool,Tentacool,15,10,10,old-rod
johto_route_41,Route 41 (Johto),route,true,72,tentacool,Tentacool,75,10,25,surf
johto_route_41,Route 41 (Johto),route,true,73,tentacruel,Tentacruel,20,40,40,super-rod
johto_route_41,Route 41 (Johto),route,true,73,tentacruel,Tentacruel,20,15,25,surf
johto_route_42,Route 42 (Johto),route,true,190,aipom,Capumain,20,13,14,headbutt_group_a
johto_route_42,Route 42 (Johto),route,true,190,aipom,Capumain,20,15,16,headbutt_group_b
johto_route_42,Route 42 (Johto),route,true,56,mankey,Férosinge,30,15,15,walk
johto_route_42,Route 42 (Johto),route,true,180,flaaffy,Lainergie,10,15,17,walk
johto_route_42,Route 42 (Johto),route,true,129,magikarp,Magicarpe,40,20,20,good-rod
johto_route_42,Route 42 (Johto),route,true,129,magikarp,Magicarpe,85,10,10,old-rod
johto_route_42,Route 42 (Johto),route,true,129,magikarp,Magicarpe,20,40,40,super-rod
johto_route_42,Route 42 (Johto),route,true,41,zubat,Nosferapti,35,14,16,walk
johto_route_42,Route 42 (Johto),route,true,21,spearow,Piafabec,50,13,14,headbutt_group_a
johto_route_42,Route 42 (Johto),route,true,21,spearow,Piafabec,80,15,16,headbutt_group_b
johto_route_42,Route 42 (Johto),route,true,21,spearow,Piafabec,35,14,16,walk
johto_route_42,Route 42 (Johto),route,true,118,goldeen,Poissirène,60,20,20,good-rod
johto_route_42,Route 42 (Johto),route,true,118,goldeen,Poissirène,15,10,10,old-rod
johto_route_42,Route 42 (Johto),route,true,118,goldeen,Poissirène,70,40,40,super-rod
johto_route_42,Route 42 (Johto),route,true,118,goldeen,Poissirène,90,10,25,surf
johto_route_42,Route 42 (Johto),route,true,119,seaking,Poissoroy,10,40,40,super-rod
johto_route_42,Route 42 (Johto),route,true,119,seaking,Poissoroy,10,15,25,surf
johto_route_42,Route 42 (Johto),route,true,214,heracross,Scarhino,30,13,14,headbutt_group_a
johto_route_42,Route 42 (Johto),route,true,179,mareep,Wattouat,40,13,15,walk
johto_route_43,Route 43 (Johto),route,true,203,girafarig,Girafarig,30,15,15,walk
johto_route_43,Route 43 (Johto),route,true,163,hoothoot,Hoothoot,50,15,16,headbutt_group_a
johto_route_43,Route 43 (Johto),route,true,163,hoothoot,Hoothoot,65,17,18,headbutt_group_b
johto_route_43,Route 43 (Johto),route,true,180,flaaffy,Lainergie,60,15,17,walk
johto_route_43,Route 43 (Johto),route,true,129,magikarp,Magicarpe,40,20,20,good-rod
johto_route_43,Route 43 (Johto),route,true,129,magikarp,Magicarpe,85,10,10,old-rod
johto_route_43,Route 43 (Johto),route,true,129,magikarp,Magicarpe,20,40,40,super-rod
johto_route_43,Route 43 (Johto),route,true,129,magikarp,Magicarpe,100,5,50,surf
johto_route_43,Route 43 (Johto),route,true,48,venonat,Mimitoss,15,17,18,headbutt_group_b
johto_route_43,Route 43 (Johto),route,true,48,venonat,Mimitoss,20,15,17,walk
johto_route_43,Route 43 (Johto),route,true,164,noctowl,Noarfang,20,17,17,walk
johto_route_43,Route 43 (Johto),route,true,102,exeggcute,Noeunoeuf,20,15,16,headbutt_group_a
johto_route_43,Route 43 (Johto),route,true,102,exeggcute,Noeunoeuf,20,17,18,headbutt_group_b
johto_route_43,Route 43 (Johto),route,true,204,pineco,Pomdepik,30,15,16,headbutt_group_a
johto_route_43,Route 43 (Johto),route,true,60,poliwag,Ptitard,60,20,20,good-rod
johto_route_43,Route 43 (Johto),route,true,60,poliwag,Ptitard,15,10,10,old-rod
johto_route_43,Route 43 (Johto),route,true,60,poliwag,Ptitard,80,40,40,super-rod
johto_route_43,Route 43 (Johto),route,true,17,pidgeotto,Roucoups,25,17,17,walk
johto_route_43,Route 43 (Johto),route,true,179,mareep,Wattouat,15,15,16,walk
johto_route_44,Route 44 (Johto),route,true,70,weepinbell,Boustiflor,35,22,24,walk
johto_route_44,Route 44 (Johto),route,true,190,aipom,Capumain,20,21,22,headbutt_group_a
johto_route_44,Route 44 (Johto),route,true,190,aipom,Capumain,20,23,24,headbutt_group_b
johto_route_44,Route 44 (Johto),route,true,69,bellsprout,Chétiflor,20,22,22,walk
johto_route_44,Route 44 (Johto),route,true,108,lickitung,Excelangue,15,24,26,walk
johto_route_44,Route 44 (Johto),route,true,129,magikarp,Magicarpe,40,20,20,good-rod
johto_route_44,Route 44 (Johto),route,true,129,magikarp,Magicarpe,85,10,10,old-rod
johto_route_44,Route 44 (Johto),route,true,129,magikarp,Magicarpe,20,40,40,super-rod
johto_route_44,Route 44 (Johto),route,true,21,spearow,Piafabec,50,21,22,headbutt_group_a
johto_route_44,Route 44 (Johto),route,true,21,spearow,Piafabec,80,23,24,headbutt_group_b
johto_route_44,Route 44 (Johto),route,true,60,poliwag,Ptitard,55,20,20,good-rod
johto_route_44,Route 44 (Johto),route,true,60,poliwag,Ptitard,15,10,10,old-rod
johto_route_44,Route 44 (Johto),route,true,60,poliwag,Ptitard,70,40,40,super-rod
johto_route_44,Route 44 (Johto),route,true,60,poliwag,Ptitard,90,15,30,surf
johto_route_44,Route 44 (Johto),route,true,223,remoraid,Rémoraid,5,20,20,good-rod
johto_route_44,Route 44 (Johto),route,true,223,remoraid,Rémoraid,10,40,40,super-rod
johto_route_44,Route 44 (Johto),route,true,114,tangela,Saquedeneu,30,23,23,walk
johto_route_44,Route 44 (Johto),route,true,214,heracross,Scarhino,30,21,22,headbutt_group_a
johto_route_44,Route 44 (Johto),route,true,61,poliwhirl,Têtarte,10,20,30,surf
johto_route_45,Route 45 (Johto),route,true,227,skarmory,Airmure,5,27,27,walk
johto_route_45,Route 45 (Johto),route,true,190,aipom,Capumain,20,23,24,headbutt_group_a
johto_route_45,Route 45 (Johto),route,true,190,aipom,Capumain,20,26,27,headbutt_group_b
johto_route_45,Route 45 (Johto),route,true,75,graveler,Gravalanch,48,23,27,walk
johto_route_45,Route 45 (Johto),route,true,129,magikarp,Magicarpe,40,20,20,good-rod
johto_route_45,Route 45 (Johto),route,true,129,magikarp,Magicarpe,85,10,10,old-rod
johto_route_45,Route 45 (Johto),route,true,129,magikarp,Magicarpe,20,40,40,super-rod
johto_route_45,Route 45 (Johto),route,true,129,magikarp,Magicarpe,100,2,25,surf
johto_route_45,Route 45 (Johto),route,true,231,phanpy,Phanpy,10,20,20,walk
johto_route_45,Route 45 (Johto),route,true,21,spearow,Piafabec,50,23,24,headbutt_group_a
johto_route_45,Route 45 (Johto),route,true,21,spearow,Piafabec,80,26,27,headbutt_group_b
johto_route_45,Route 45 (Johto),route,true,60,poliwag,Ptitard,60,20,20,good-rod
johto_route_45,Route 45 (Johto),route,true,60,poliwag,Ptitard,15,10,10,old-rod
johto_route_45,Route 45 (Johto),route,true,60,poliwag,Ptitard,80,40,40,super-rod
johto_route_45,Route 45 (Johto),route,true,74,geodude,Racaillou,30,23,23,walk
johto_route_45,Route 45 (Johto),route,true,214,heracross,Scarhino,30,23,25,headbutt_group_a
johto_route_45,Route 45 (Johto),route,true,207,gligar,Scorplane,20,24,24,walk
johto_route_45,Route 45 (Johto),route,true,216,teddiursa,Teddiursa,10,20,20,walk
johto_route_46,Route 46 (Johto),route,true,190,aipom,Capumain,20,2,3,headbutt_group_a
johto_route_46,Route 46 (Johto),route,true,190,aipom,Capumain,20,4,5,headbutt_group_b
johto_route_46,Route 46 (Johto),route,true,21,spearow,Piafabec,50,2,3,headbutt_group_a
